resume_id,job_id,job_title,company,location,resume_category,similarity_score,match_percentage,matched_skills,original_job_skills
95,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.4362,43.62,english; r,English Proficiency (Spoken)English Proficiency (Written)
95,6,,Godrej Capital,"Ahmedabad, Mehsana, Pune, Gandhidham, Vapi, Ahmednagar, Vadodara, Mumbai, Nashik",,0.4125,41.25,communication; r,MS-OfficeMS-PowerPointMS-ExcelEffective Communication
95,7,,Leafoberryy,Mumbai,,0.404,40.4,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
95,29,,GlobalStep Services Private Limited,Pune,,0.399,39.9,r,RecruitmentResume screeningInterview Coordination
95,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.391,39.1,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
95,44,,Starcrest Services Pvt. Ltd.,"Delhi, Gurgaon, Noida",,0.3839,38.39,r,MS-OfficeRecruitment
95,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.3765,37.65,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
95,34,,Ashiana Housing Limited,Bhiwadi,,0.357,35.7,data analytics; r,Data AnalyticsMS-ExcelData entryPower BIData Analysis
95,48,,Zucol Group Of Companies,Pune,,0.3523,35.23,english; r,Creative WritingEnglish Proficiency (Spoken)English Proficiency (Written)Network protocols
96,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.3143,31.43,english; r,English Proficiency (Spoken)English Proficiency (Written)
96,43,,Mintifi Finserve Private Limited,Mumbai,,0.3071,30.71,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
96,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.3042,30.42,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
96,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.2946,29.46,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
96,44,,Starcrest Services Pvt. Ltd.,"Delhi, Gurgaon, Noida",,0.2876,28.76,r,MS-OfficeRecruitment
96,5,,SREEDHARA ENTERPRISES,Bangalore,,0.2728,27.28,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
96,37,,Urban Company,Bangalore,,0.2721,27.21,english; r,"MS-Excel, English Proficiency (Spoken)"
96,29,,GlobalStep Services Private Limited,Pune,,0.2703,27.03,r,RecruitmentResume screeningInterview Coordination
96,12,,Belstar MicroFinance Limited,Chennai,,0.2486,24.86,accounting; plan; r,AccountingFinancial planningFinancial Reporting
96,47,,Scaler,Bangalore,,0.2432,24.32,communication; english; hindi; r,English Proficiency (Spoken)Hindi Proficiency (Spoken)Effective Communication
97,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.5611,56.11,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
97,7,,Leafoberryy,Mumbai,,0.4919,49.19,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
97,38,,Urban Company Ltd.,Bangalore,,0.4914,49.14,english; r,"MS-Excel, English Proficiency (Written)"
97,37,,Urban Company,Bangalore,,0.4909,49.09,english; r,"MS-Excel, English Proficiency (Spoken)"
97,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4823,48.23,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
97,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.4698,46.98,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
97,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.4633,46.33,english; r,English Proficiency (Spoken)English Proficiency (Written)
97,22,,Faff,Bangalore,,0.4624,46.24,communication; conflict management; r,Time ManagementProblem SolvingCoordinationAdaptabilityEffective CommunicationConflict Management
97,25,,NoBroker Technologies Solutions Private Limited,Bangalore,,0.4488,44.88,,Cold CallingInside SalesBusiness DevelopmentSales
97,9,,Internshala,Gurgaon,,0.4405,44.05,communication; english; r,NegotiationProblem SolvingEnglish Proficiency (Spoken)SalesEffective Communication
98,5,,SREEDHARA ENTERPRISES,Bangalore,,0.446,44.6,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
98,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.4307,43.07,english; r,English Proficiency (Spoken)English Proficiency (Written)
98,43,,Mintifi Finserve Private Limited,Mumbai,,0.4161,41.61,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
98,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.4132,41.32,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
98,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.404,40.4,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
98,37,,Urban Company,Bangalore,,0.3829,38.29,english; r,"MS-Excel, English Proficiency (Spoken)"
98,44,,Starcrest Services Pvt. Ltd.,"Delhi, Gurgaon, Noida",,0.3806,38.06,r,MS-OfficeRecruitment
98,38,,Urban Company Ltd.,Bangalore,,0.3797,37.97,english; r,"MS-Excel, English Proficiency (Written)"
98,6,,Godrej Capital,"Ahmedabad, Mehsana, Pune, Gandhidham, Vapi, Ahmednagar, Vadodara, Mumbai, Nashik",,0.3536,35.36,communication; r,MS-OfficeMS-PowerPointMS-ExcelEffective Communication
98,7,,Leafoberryy,Mumbai,,0.348,34.8,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
99,44,,Starcrest Services Pvt. Ltd.,"Delhi, Gurgaon, Noida",,0.3644,36.44,r,MS-OfficeRecruitment
99,29,,GlobalStep Services Private Limited,Pune,,0.353,35.3,r,RecruitmentResume screeningInterview Coordination
99,34,,Ashiana Housing Limited,Bhiwadi,,0.3098,30.98,data analytics; r,Data AnalyticsMS-ExcelData entryPower BIData Analysis
99,22,,Faff,Bangalore,,0.3057,30.57,communication; conflict management; r,Time ManagementProblem SolvingCoordinationAdaptabilityEffective CommunicationConflict Management
99,25,,NoBroker Technologies Solutions Private Limited,Bangalore,,0.3055,30.55,,Cold CallingInside SalesBusiness DevelopmentSales
99,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.3001,30.01,english; r,English Proficiency (Spoken)English Proficiency (Written)
99,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.2933,29.33,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
99,7,,Leafoberryy,Mumbai,,0.2899,28.99,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
99,32,,IDFC First Bank,"Kolkata, Barasat (Hybrid)",,0.278,27.8,r,Lead GenerationSalesField Sales
99,12,,Belstar MicroFinance Limited,Chennai,,0.2736,27.36,accounting; plan; r,AccountingFinancial planningFinancial Reporting
100,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4592,45.92,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
100,38,,Urban Company Ltd.,Bangalore,,0.4445,44.45,english; r,"MS-Excel, English Proficiency (Written)"
100,37,,Urban Company,Bangalore,,0.4427,44.27,english; r,"MS-Excel, English Proficiency (Spoken)"
100,19,,Bhanzu (Formerly Exploring Infinities),Bangalore,,0.4092,40.92,communication; english; r,"MS-Excel, English Proficiency (Spoken)English Proficiency (Written)SalesEffective CommunicationSales Strategy"
100,45,,Lishanth Enterprises,"Narasaraopet, Anakapalle, Macherla, Prathipadu, Bapatla, Chirala, Gajuwaka Part",,0.396,39.6,r,Client Relationship Management (CRM)CoordinationSales ManagementClient RelationshipNegotiationsCustomer AcquisitionSales Strategy
100,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.3958,39.58,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
100,11,,Lishanth Enterprises,Vijayawada,,0.3884,38.84,r,Client Relationship Management (CRM)Sales ManagementSales SupportCustomer SupportSales Strategy
100,43,,Mintifi Finserve Private Limited,Mumbai,,0.3839,38.39,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
100,32,,IDFC First Bank,"Kolkata, Barasat (Hybrid)",,0.3741,37.41,r,Lead GenerationSalesField Sales
100,44,,Starcrest Services Pvt. Ltd.,"Delhi, Gurgaon, Noida",,0.3696,36.96,r,MS-OfficeRecruitment
101,45,,Lishanth Enterprises,"Narasaraopet, Anakapalle, Macherla, Prathipadu, Bapatla, Chirala, Gajuwaka Part",,0.4895,48.95,r,Client Relationship Management (CRM)CoordinationSales ManagementClient RelationshipNegotiationsCustomer AcquisitionSales Strategy
101,11,,Lishanth Enterprises,Vijayawada,,0.4739,47.39,r,Client Relationship Management (CRM)Sales ManagementSales SupportCustomer SupportSales Strategy
101,7,,Leafoberryy,Mumbai,,0.4722,47.22,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
101,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.3972,39.72,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
101,12,,Belstar MicroFinance Limited,Chennai,,0.3962,39.62,accounting; plan; r,AccountingFinancial planningFinancial Reporting
101,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.3958,39.58,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
101,42,,Paisabazaar,Gurgaon,,0.3792,37.92,investment banking,Investment BankingSales
101,5,,SREEDHARA ENTERPRISES,Bangalore,,0.3754,37.54,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
101,44,,Starcrest Services Pvt. Ltd.,"Delhi, Gurgaon, Noida",,0.3676,36.76,r,MS-OfficeRecruitment
101,4,,CCL Advisors,Mumbai,,0.3673,36.73,legal research; r,Legal ResearchCompany LawLegal DraftingStatutory compliancesLegal WritingContract Management
102,44,,Starcrest Services Pvt. Ltd.,"Delhi, Gurgaon, Noida",,0.4779,47.79,r,MS-OfficeRecruitment
102,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.4468,44.68,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
102,5,,SREEDHARA ENTERPRISES,Bangalore,,0.441,44.1,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
102,11,,Lishanth Enterprises,Vijayawada,,0.4311,43.11,r,Client Relationship Management (CRM)Sales ManagementSales SupportCustomer SupportSales Strategy
102,7,,Leafoberryy,Mumbai,,0.429,42.9,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
102,29,,GlobalStep Services Private Limited,Pune,,0.4225,42.25,r,RecruitmentResume screeningInterview Coordination
102,43,,Mintifi Finserve Private Limited,Mumbai,,0.4211,42.11,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
102,40,,RMSI Private Limited,Hyderabad,,0.412,41.2,r; sql; sql server,SQLMS SQL ServerGISArcGISSSMS
102,38,,Urban Company Ltd.,Bangalore,,0.4114,41.14,english; r,"MS-Excel, English Proficiency (Written)"
102,12,,Belstar MicroFinance Limited,Chennai,,0.4057,40.57,accounting; plan; r,AccountingFinancial planningFinancial Reporting
103,22,,Faff,Bangalore,,0.5015,50.15,communication; conflict management; r,Time ManagementProblem SolvingCoordinationAdaptabilityEffective CommunicationConflict Management
103,29,,GlobalStep Services Private Limited,Pune,,0.4948,49.48,r,RecruitmentResume screeningInterview Coordination
103,44,,Starcrest Services Pvt. Ltd.,"Delhi, Gurgaon, Noida",,0.4743,47.43,r,MS-OfficeRecruitment
103,7,,Leafoberryy,Mumbai,,0.4732,47.32,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
103,45,,Lishanth Enterprises,"Narasaraopet, Anakapalle, Macherla, Prathipadu, Bapatla, Chirala, Gajuwaka Part",,0.4389,43.89,r,Client Relationship Management (CRM)CoordinationSales ManagementClient RelationshipNegotiationsCustomer AcquisitionSales Strategy
103,12,,Belstar MicroFinance Limited,Chennai,,0.427,42.7,accounting; plan; r,AccountingFinancial planningFinancial Reporting
103,43,,Mintifi Finserve Private Limited,Mumbai,,0.4178,41.78,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
103,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4133,41.33,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
103,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.4055,40.55,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
103,11,,Lishanth Enterprises,Vijayawada,,0.4043,40.43,r,Client Relationship Management (CRM)Sales ManagementSales SupportCustomer SupportSales Strategy
104,17,,SpotOnMedia,Work from home,,0.4064,40.64,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
104,24,,SpotOnMedia,Work from home,,0.4064,40.64,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
104,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.3921,39.21,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
104,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.3674,36.74,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
104,50,,Webvio Technologies,Delhi,,0.3446,34.46,english; logging; r,BloggingSearch Engine Optimization (SEO)Creative WritingProofreadingEnglish Proficiency (Written)Research and Analytics
104,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.3339,33.39,english; r,English Proficiency (Spoken)English Proficiency (Written)
104,23,,Netcore Cloud,"Thane, Mumbai",,0.3274,32.74,r; sql; sql server,HTMLLinuxMS SQL Server
104,5,,SREEDHARA ENTERPRISES,Bangalore,,0.3243,32.43,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
104,26,,Imarticus Learning,"Mumbai, Noida",,0.3164,31.64,design thinking; r,Content WritingMS-WordMS-PowerPointStoryboardingMS-ExcelContent ManagementDesign Thinking+3 more
104,4,,CCL Advisors,Mumbai,,0.3138,31.38,legal research; r,Legal ResearchCompany LawLegal DraftingStatutory compliancesLegal WritingContract Management
105,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.4326,43.26,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
105,43,,Mintifi Finserve Private Limited,Mumbai,,0.4052,40.52,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
105,29,,GlobalStep Services Private Limited,Pune,,0.3994,39.94,r,RecruitmentResume screeningInterview Coordination
105,5,,SREEDHARA ENTERPRISES,Bangalore,,0.3946,39.46,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
105,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.3933,39.33,english; r,English Proficiency (Spoken)English Proficiency (Written)
105,37,,Urban Company,Bangalore,,0.376,37.6,english; r,"MS-Excel, English Proficiency (Spoken)"
105,38,,Urban Company Ltd.,Bangalore,,0.3736,37.36,english; r,"MS-Excel, English Proficiency (Written)"
105,4,,CCL Advisors,Mumbai,,0.3582,35.82,legal research; r,Legal ResearchCompany LawLegal DraftingStatutory compliancesLegal WritingContract Management
105,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.355,35.5,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
105,8,,YES Italy Edutech Pvt. Ltd.,"Delhi, Mumbai",,0.3497,34.97,english; r,Lead GenerationSales ManagementEnglish Proficiency (Spoken)Sales
106,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.3878,38.78,english; r,English Proficiency (Spoken)English Proficiency (Written)
106,17,,SpotOnMedia,Work from home,,0.3482,34.82,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
106,24,,SpotOnMedia,Work from home,,0.3482,34.82,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
106,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.3479,34.79,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
